id;gen;sp;ssp;categories;group;en;rec;cnt;loc;lat;lng;alt;type;sex;stage;method;url;file;file-name;sono;osci;lic;q;length;time;date;uploaded;also;rmk;bird-seen;animal-seen;playback-used;temp;regnr;auto;dvc;mic;smp;fullfilename;filename
371531;Tinamus;major;;Tinamus major_Great Tinamou;birds;Great Tinamou;Roland Rumm;Honduras;Chile, South of SiksaTingni;14.9541;-84.5268;150;call;;;field recording;//xeno-canto.org/371531;https://xeno-canto.org/371531/download;XC371531-170515_005Great Tinamou.mp3;{'small': '//xeno-canto.org/sounds/uploaded/DJRWNKTKYR/ffts/XC371531-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DJRWNKTKYR/ffts/XC371531-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DJRWNKTKYR/ffts/XC371531-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DJRWNKTKYR/ffts/XC371531-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/DJRWNKTKYR/wave/XC371531-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DJRWNKTKYR/wave/XC371531-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DJRWNKTKYR/wave/XC371531-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;B;00:17;04:00;2017-05-15;2017-05-23;[];;no;no;no;;;no;;;44100;test/species/Tinamus major_Great Tinamou/XC371531.mp3;XC371531.mp3
131552;Tinamus;major;;Tinamus major_Great Tinamou;birds;Great Tinamou;Thore Noernberg;Panama;Pipeline road - begin;9.125;-79.715;70;call;;;field recording;//xeno-canto.org/131552;https://xeno-canto.org/131552/download;XC131552-Great Tinamou  1 - Pipeline 24042013.mp3;{'small': '//xeno-canto.org/sounds/uploaded/TTSQGWDDGW/ffts/XC131552-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TTSQGWDDGW/ffts/XC131552-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TTSQGWDDGW/ffts/XC131552-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TTSQGWDDGW/ffts/XC131552-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/TTSQGWDDGW/wave/XC131552-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TTSQGWDDGW/wave/XC131552-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TTSQGWDDGW/wave/XC131552-large.png'};//creativecommons.org/licenses/by-nc-sa/3.0/;A;00:49;07:00;2013-04-24;2013-04-26;[];2 birds calling ;no;no;no;;;no;;;48000;test/species/Tinamus major_Great Tinamou/XC131552.mp3;XC131552.mp3
64136;Tinamus;major;;Tinamus major_Great Tinamou;birds;Great Tinamou;David Geale;Peru;Pantiacolla Lodge, Manu, Madre de Dios;-12.6601;-71.242;450;song?;;;field recording;//xeno-canto.org/64136;https://xeno-canto.org/64136/download;tinmaj01.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SBFBVYGIJC/ffts/XC64136-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SBFBVYGIJC/ffts/XC64136-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SBFBVYGIJC/ffts/XC64136-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SBFBVYGIJC/ffts/XC64136-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SBFBVYGIJC/wave/XC64136-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SBFBVYGIJC/wave/XC64136-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SBFBVYGIJC/wave/XC64136-large.png'};//creativecommons.org/licenses/by-nc-nd/2.5/;C;00:31;05:50;2010-09-12;2010-10-18;['Xiphorhynchus guttatus', 'Myiopagis gaimardii', 'Trogon melanurus'];Not seen;unknown;unknown;unknown;;;no;;;22050;test/species/Tinamus major_Great Tinamou/XC64136.mp3;XC64136.mp3
261510;Tinamus;major;latifrons;Tinamus major_Great Tinamou;birds;Great Tinamou;Olaf Jahn;Ecuador;Esmeraldas: Corriente Grande, Salto del Bravo, Río Bravo;0.667;-78.967;300;song;;;field recording;//xeno-canto.org/261510;https://xeno-canto.org/261510/download;XC261510-01.003.04.Great_Tinamou.mp3;{'small': '//xeno-canto.org/sounds/uploaded/UZXDJEAXMH/ffts/XC261510-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UZXDJEAXMH/ffts/XC261510-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UZXDJEAXMH/ffts/XC261510-large.png', 'full': '//xeno-canto.org/sounds/uploaded/UZXDJEAXMH/ffts/XC261510-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/UZXDJEAXMH/wave/XC261510-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UZXDJEAXMH/wave/XC261510-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UZXDJEAXMH/wave/XC261510-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;B;00:30;?;2001-03-22;2015-07-19;[];<a href=http://johnvmoorenaturerecordings.com/pubs/ECUAD/main.htm>Moore et al. 2013: Bird Sounds of Ecuador DVD </a>;unknown;unknown;no;;;no;;;44100;test/species/Tinamus major_Great Tinamou/XC261510.mp3;XC261510.mp3
117969;Tinamus;major;;Tinamus major_Great Tinamou;birds;Great Tinamou;Mauricio Álvarez Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt);Colombia;Reserva Biológica El Zafire, Leticia, Amazonas;-4.005333;-69.89875;150;song;;;field recording;//xeno-canto.org/117969;https://xeno-canto.org/117969/download;XC117969-1 Audio Track.mp3;{'small': '//xeno-canto.org/sounds/uploaded/XMFDPACYJN/ffts/XC117969-small.png', 'med': '//xeno-canto.org/sounds/uploaded/XMFDPACYJN/ffts/XC117969-med.png', 'large': '//xeno-canto.org/sounds/uploaded/XMFDPACYJN/ffts/XC117969-large.png', 'full': '//xeno-canto.org/sounds/uploaded/XMFDPACYJN/ffts/XC117969-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/XMFDPACYJN/wave/XC117969-small.png', 'med': '//xeno-canto.org/sounds/uploaded/XMFDPACYJN/wave/XC117969-med.png', 'large': '//xeno-canto.org/sounds/uploaded/XMFDPACYJN/wave/XC117969-large.png'};//creativecommons.org/licenses/by-nc-sa/3.0/;C;00:13;?;2007-12-01;2013-01-11;[];"IAvH-CSA 31035

To obtain a wav file of the original recording, please contact csa@humboldt.org.co";unknown;unknown;no;;;no;;;44100;test/species/Tinamus major_Great Tinamou/XC117969.mp3;XC117969.mp3
380710;Tinamus;major;;Tinamus major_Great Tinamou;birds;Great Tinamou;Andres Angulo ;Colombia;Remedios, Antioquia;6.9641;-74.5794;600;song;;;field recording;//xeno-canto.org/380710;https://xeno-canto.org/380710/download;XC380710-rc_2_Tinamus_major_edited mp3.mp3;{'small': '//xeno-canto.org/sounds/uploaded/CJQNNUYOQE/ffts/XC380710-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CJQNNUYOQE/ffts/XC380710-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CJQNNUYOQE/ffts/XC380710-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CJQNNUYOQE/ffts/XC380710-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/CJQNNUYOQE/wave/XC380710-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CJQNNUYOQE/wave/XC380710-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CJQNNUYOQE/wave/XC380710-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;B;01:10;06:30;2016-03-04;2017-07-23;[];same individual as XC342395 . ;no;no;no;;;no;;;44100;test/species/Tinamus major_Great Tinamou/XC380710.mp3;XC380710.mp3
557617;Tinamus;major;;Tinamus major_Great Tinamou;birds;Great Tinamou;Dante Buzzetti;Brazil;Parque Estadual Chandless,Santa Rosa do Purus,Acre;-9.4571;-70.4332;265;song;;;field recording;//xeno-canto.org/557617;https://xeno-canto.org/557617/download;XC557617-Tinamus major DCB 625-16c.mp3;{'small': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/ffts/XC557617-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/ffts/XC557617-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/ffts/XC557617-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/ffts/XC557617-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/wave/XC557617-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/wave/XC557617-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/wave/XC557617-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;B;00:11;18:44;2008-08-04;2020-05-12;[];DCB 625-16c;no;no;no;;;no;;;44100;test/species/Tinamus major_Great Tinamou/XC557617.mp3;XC557617.mp3
536532;Tinamus;major;peruvianus;Tinamus major_Great Tinamou;birds;Great Tinamou;Gerlando Delgado ;Colombia;Vereda el Sinaí-Cuenca Baja Río Fragua-Piamonte, Cauca;1.0844;-76.1643;246;song;;;field recording;//xeno-canto.org/536532;https://xeno-canto.org/536532/download;XC536532-Tinamus major-Finca Gerson Polania.mp3;{'small': '//xeno-canto.org/sounds/uploaded/CSTANVOWNS/ffts/XC536532-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CSTANVOWNS/ffts/XC536532-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CSTANVOWNS/ffts/XC536532-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CSTANVOWNS/ffts/XC536532-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/CSTANVOWNS/wave/XC536532-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CSTANVOWNS/wave/XC536532-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CSTANVOWNS/wave/XC536532-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;D;00:13;05:31;2020-01-25;2020-03-21;[];Bosque inundable, grabado desde un potrero. ;no;no;no;;;no;;;44100;test/species/Tinamus major_Great Tinamou/XC536532.mp3;XC536532.mp3
117351;Tinamus;major;;Tinamus major_Great Tinamou;birds;Great Tinamou;Mauricio Álvarez Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt);Colombia;PNN Chiribiquete, Solano, Caquetá;0.2605556;-72.92333;350;song;;;field recording;//xeno-canto.org/117351;https://xeno-canto.org/117351/download;XC117351-2 Audio Track.mp3;{'small': '//xeno-canto.org/sounds/uploaded/XMFDPACYJN/ffts/XC117351-small.png', 'med': '//xeno-canto.org/sounds/uploaded/XMFDPACYJN/ffts/XC117351-med.png', 'large': '//xeno-canto.org/sounds/uploaded/XMFDPACYJN/ffts/XC117351-large.png', 'full': '//xeno-canto.org/sounds/uploaded/XMFDPACYJN/ffts/XC117351-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/XMFDPACYJN/wave/XC117351-small.png', 'med': '//xeno-canto.org/sounds/uploaded/XMFDPACYJN/wave/XC117351-med.png', 'large': '//xeno-canto.org/sounds/uploaded/XMFDPACYJN/wave/XC117351-large.png'};//creativecommons.org/licenses/by-nc-sa/3.0/;B;00:20;?;2000-01-01;2013-01-11;['Momotus momota'];"IAvH-CSA 1835

To obtain a wav file of the original recording, please contact csa@humboldt.org.co";unknown;unknown;no;;;no;;;44100;test/species/Tinamus major_Great Tinamou/XC117351.mp3;XC117351.mp3
537928;Tinamus;major;;Tinamus major_Great Tinamou;birds;Great Tinamou;Fernando Igor de Godoy;Brazil;Purus River, Boca do Acre, State of Amazonas;-8.7512;-68.9938;150;song;;;field recording;//xeno-canto.org/537928;https://xeno-canto.org/537928/download;XC537928-2299 Tinamus major (song)_UPA7_SMacapa_MUrbano_AC_210717FIG.mp3;{'small': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC537928-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC537928-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC537928-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC537928-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC537928-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC537928-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC537928-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;E;00:03;07:00;2017-07-21;2020-03-24;[];FCF02299 - Fonoteca Casa da Floresta.;yes;yes;no;;;no;;;44100;test/species/Tinamus major_Great Tinamou/XC537928.mp3;XC537928.mp3
125693;Tinamus;major;;Tinamus major_Great Tinamou;birds;Great Tinamou;Christian B. Andretti;Brazil;Almeirim/Pará;-1.095;-52.653;80;song;;;field recording;//xeno-canto.org/125693;https://xeno-canto.org/125693/download;XC125693-Tinamus major.mp3;{'small': '//xeno-canto.org/sounds/uploaded/EZSMXGTXKS/ffts/XC125693-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EZSMXGTXKS/ffts/XC125693-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EZSMXGTXKS/ffts/XC125693-large.png', 'full': '//xeno-canto.org/sounds/uploaded/EZSMXGTXKS/ffts/XC125693-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/EZSMXGTXKS/wave/XC125693-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EZSMXGTXKS/wave/XC125693-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EZSMXGTXKS/wave/XC125693-large.png'};//creativecommons.org/licenses/by-nc-sa/3.0/;C;00:17;18:30;2011-08-04;2013-03-19;[];Bituba (parcela 17);no;no;no;;;no;;;44100;test/species/Tinamus major_Great Tinamou/XC125693.mp3;XC125693.mp3
154191;Tinamus;major;;Tinamus major_Great Tinamou;birds;Great Tinamou;Marcelo Araya-Salas;Costa Rica;La Selva Biological Station, Sarapiqui, Heredia;10.430488;-84.00628;;song;;;field recording;//xeno-canto.org/154191;https://xeno-canto.org/154191/download;XC154191-Tin.maj.2009.7.8.0156.mp3;{'small': '//xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154191-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154191-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154191-large.png', 'full': '//xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154191-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/EMCWQLLKEW/wave/XC154191-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EMCWQLLKEW/wave/XC154191-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EMCWQLLKEW/wave/XC154191-large.png'};//creativecommons.org/licenses/by-nc-sa/3.0/;B;09:20;6:09;2009-07-08;2013-11-12;[];Recording equipment: Marantz Pmd 660+sennheiser me66. Comments: 2 individuos. Uno focal y otro al fondo. Grabado a 5m. river station. To access original .WAV file contact marceloa27(at)gmail.com;yes;yes;no;;;no;;;44100;test/species/Tinamus major_Great Tinamou/XC154191.mp3;XC154191.mp3
